@relation atributos

@attribute 0 real
@attribute 1 real
@attribute 2 real
@attribute 3 real
@attribute 4 real
@attribute 5 real
@attribute 6 real
@attribute 7 real
@attribute 8 real
@attribute 9 real
@attribute 10 real
@attribute 11 real
@attribute 12 real
@attribute 13 real
@attribute 14 real
@attribute 15 real
@attribute 16 real
@attribute 17 real
@attribute 18 real
@attribute 19 real
@attribute 20 real
@attribute 21 real
@attribute 22 real
@attribute 23 real
@attribute 24 real
@attribute 25 real
@attribute 26 real
@attribute 27 real
@attribute 28 real
@attribute 29 real
@attribute 30 real
@attribute 31 real
@attribute 32 real
@attribute 33 real
@attribute 34 real
@attribute 35 real
@attribute 36 real
@attribute 37 real
@attribute 38 real
@attribute 39 real
@attribute 40 real
@attribute 41 real
@attribute 42 real
@attribute 43 real
@attribute 44 real
@attribute 45 real
@attribute 46 real
@attribute 47 real
@attribute 48 real
@attribute 49 real
@attribute 50 real
@attribute 51 real
@attribute 52 real
@attribute 53 real
@attribute 54 real
@attribute 55 real
@attribute 56 real
@attribute 57 real
@attribute 58 real
@attribute 59 real
@attribute 60 real
@attribute 61 real
@attribute 62 real
@attribute 63 real
@attribute 64 real
@attribute 65 real
@attribute classe {1,2,3}

@data
87514.0,161486.0,189414.0,205628.0,253517.0,281783.0,294897.0,321945.0,340339.0,354916.0,359416.0,371824.0,391090.0,395185.0,417313.0,429998.0,435822.0,443519.0,456651.0,460960.0,467548.0,475839.0,78988.0,130050.0,144178.0,153376.0,178054.0,188837.0,193502.0,203747.0,211581.0,216238.0,217341.0,221389.0,226888.0,228918.0,236988.0,241046.0,242437.0,244816.0,248448.0,249488.0,251071.0,254268.0,76761.0,127306.0,144094.0,155365.0,186017.0,201633.0,209689.0,226112.0,237245.0,244971.0,247465.0,254602.0,264786.0,267771.0,280774.0,287606.0,290681.0,294816.0,301564.0,304070.0,307671.0,313157.0,1
73836.0,118900.0,135422.0,146118.0,177558.0,195455.0,204844.0,224441.0,238579.0,249035.0,252361.0,261774.0,276014.0,279739.0,297537.0,307341.0,311983.0,317869.0,328009.0,331612.0,337011.0,344622.0,65671.0,95091.0,102673.0,109575.0,126404.0,133274.0,136977.0,145457.0,152255.0,155835.0,156728.0,160402.0,164838.0,167356.0,174828.0,178352.0,179631.0,181865.0,184947.0,185888.0,187361.0,191290.0,64178.0,94592.0,104122.0,112237.0,131828.0,140778.0,146312.0,157446.0,165407.0,170181.0,171718.0,176935.0,183236.0,186166.0,195534.0,200164.0,202182.0,205244.0,209462.0,211107.0,213384.0,218331.0,1
91224.0,181722.0,218530.0,241863.0,303981.0,338032.0,352682.0,381911.0,400555.0,414059.0,418299.0,430032.0,446764.0,451474.0,469947.0,480280.0,484930.0,491440.0,501190.0,504806.0,509376.0,517235.0,90303.0,171150.0,199229.0,217160.0,267326.0,292472.0,302559.0,323830.0,339553.0,350001.0,352596.0,361154.0,373858.0,377194.0,392466.0,401074.0,404635.0,409571.0,417618.0,420153.0,423576.0,429376.0,89551.0,169115.0,197456.0,215663.0,267503.0,294459.0,305779.0,329650.0,346992.0,358837.0,361955.0,371927.0,386713.0,390423.0,407844.0,417682.0,421833.0,427514.0,436930.0,439939.0,444149.0,450924.0,1
88846.0,171759.0,204549.0,224821.0,280480.0,311547.0,325503.0,353767.0,372319.0,386226.0,390495.0,402685.0,420419.0,425133.0,445744.0,457660.0,462761.0,469979.0,481418.0,485199.0,490737.0,499401.0,85580.0,151037.0,171492.0,184344.0,220423.0,237198.0,244219.0,259727.0,271879.0,279594.0,281330.0,287628.0,296853.0,299979.0,312789.0,319718.0,322231.0,326136.0,332464.0,334292.0,337066.0,342103.0,83901.0,147814.0,169363.0,183605.0,223999.0,244595.0,254135.0,274557.0,289569.0,299723.0,302544.0,311278.0,324069.0,327833.0,344292.0,353143.0,356840.0,361996.0,370402.0,373112.0,377204.0,383727.0,1
84540.0,151327.0,176035.0,190517.0,232528.0,257249.0,269074.0,293227.0,309971.0,323194.0,327376.0,338467.0,355799.0,359652.0,380208.0,391861.0,397132.0,404036.0,416041.0,420191.0,426527.0,434323.0,74183.0,115883.0,127005.0,134862.0,155151.0,163994.0,168209.0,177462.0,184689.0,188977.0,190071.0,193925.0,199118.0,201287.0,209289.0,213242.0,214688.0,217006.0,220490.0,221632.0,223312.0,226757.0,71922.0,113172.0,126266.0,135846.0,160580.0,172840.0,179757.0,193706.0,203523.0,209933.0,212036.0,218479.0,227067.0,230065.0,241973.0,248026.0,250681.0,254464.0,260267.0,262405.0,265658.0,271105.0,1
71558.0,112571.0,127438.0,137355.0,165314.0,181533.0,190248.0,208458.0,221160.0,230679.0,233900.0,242636.0,255933.0,259573.0,276232.0,285362.0,289807.0,295403.0,304876.0,308468.0,313628.0,321038.0,61710.0,85895.0,91746.0,97743.0,111296.0,116631.0,119797.0,127186.0,132883.0,135732.0,136473.0,139658.0,143287.0,145792.0,152158.0,155042.0,156125.0,158099.0,160556.0,161352.0,162560.0,166281.0,60277.0,86040.0,94230.0,101842.0,118557.0,126170.0,131218.0,141463.0,148515.0,152689.0,154045.0,158702.0,164240.0,167217.0,175544.0,179549.0,181269.0,184026.0,187762.0,189146.0,191219.0,195873.0,1
102609.0,221836.0,272095.0,301191.0,392500.0,444571.0,462939.0,500646.0,523553.0,540577.0,545121.0,558589.0,579445.0,583310.0,603180.0,614923.0,619910.0,626681.0,637563.0,640815.0,645019.0,651755.0,102491.0,220092.0,268554.0,295774.0,381645.0,430025.0,445987.0,479457.0,500088.0,515226.0,518942.0,530177.0,547950.0,551278.0,568346.0,578475.0,582327.0,587933.0,597238.0,599496.0,602773.0,608190.0,103481.0,224906.0,276477.0,306077.0,400587.0,456374.0,476135.0,517726.0,543140.0,562964.0,568488.0,584258.0,610271.0,614240.0,638087.0,652540.0,659605.0,667853.0,682296.0,687454.0,693491.0,701686.0,2
101829.0,212213.0,256481.0,281524.0,360899.0,407957.0,425686.0,462880.0,486157.0,504566.0,509807.0,524948.0,549716.0,553416.0,576268.0,590349.0,597330.0,605472.0,619608.0,624589.0,630491.0,638511.0,100016.0,203987.0,243192.0,264435.0,330878.0,367756.0,380176.0,406856.0,424469.0,437558.0,440428.0,450183.0,465794.0,468571.0,483448.0,492838.0,496539.0,501645.0,510329.0,512341.0,515253.0,520224.0,100316.0,207007.0,248694.0,271847.0,344929.0,387391.0,402830.0,436148.0,458050.0,475071.0,479504.0,493259.0,515991.0,519585.0,540944.0,554331.0,560893.0,568482.0,581815.0,586497.0,591997.0,599924.0,2
102968.0,219406.0,266799.0,293655.0,378360.0,427249.0,444737.0,481559.0,504027.0,521462.0,526442.0,540331.0,562919.0,566608.0,587574.0,600080.0,605986.0,613048.0,625126.0,629356.0,634389.0,641510.0,102777.0,216689.0,261630.0,285693.0,362802.0,405973.0,420403.0,451127.0,469609.0,483747.0,487302.0,497766.0,514947.0,517802.0,533744.0,543172.0,546954.0,552068.0,560854.0,563087.0,566248.0,571113.0,103297.0,220012.0,267428.0,293634.0,377408.0,426597.0,444082.0,481398.0,504176.0,522248.0,527286.0,541692.0,565862.0,569413.0,591495.0,605029.0,611648.0,619261.0,632830.0,637614.0,643340.0,651024.0,2
100695.0,211395.0,256977.0,283158.0,366535.0,415922.0,433745.0,471316.0,494547.0,512523.0,517505.0,531828.0,555167.0,558695.0,579979.0,592995.0,599226.0,606646.0,619398.0,623755.0,628971.0,636319.0,99797.0,207044.0,249787.0,273216.0,348675.0,391735.0,406025.0,436346.0,455268.0,469491.0,472843.0,483185.0,499853.0,502683.0,518232.0,527772.0,531527.0,536669.0,545509.0,547704.0,550820.0,555686.0,100827.0,211463.0,257174.0,282929.0,366000.0,415485.0,433266.0,471197.0,494431.0,512619.0,517632.0,532125.0,556047.0,559601.0,581366.0,594749.0,601315.0,608908.0,622465.0,627197.0,632896.0,640526.0,2
101356.0,215541.0,262353.0,289603.0,374559.0,422999.0,440472.0,476817.0,499967.0,517041.0,521530.0,535062.0,555955.0,560077.0,580650.0,592749.0,598009.0,604960.0,616161.0,619634.0,623987.0,631233.0,100878.0,212291.0,256556.0,281217.0,358737.0,401619.0,415976.0,446430.0,466716.0,481261.0,484488.0,495138.0,511673.0,515204.0,531931.0,541937.0,545618.0,551090.0,560055.0,562075.0,565104.0,570728.0,102347.0,218053.0,265775.0,292840.0,379258.0,429712.0,448018.0,486985.0,512066.0,531327.0,536430.0,551681.0,576718.0,580834.0,604690.0,619243.0,626158.0,634313.0,648588.0,653525.0,659408.0,667918.0,2
101006.0,209864.0,253439.0,278111.0,355553.0,400212.0,416812.0,451547.0,473441.0,490418.0,495301.0,509139.0,531799.0,535563.0,557384.0,570574.0,576779.0,584362.0,597461.0,602053.0,607529.0,615289.0,100313.0,204749.0,244082.0,265671.0,333319.0,370366.0,382916.0,409469.0,426339.0,438896.0,442024.0,451222.0,466383.0,469205.0,484198.0,493058.0,496457.0,501391.0,509834.0,511886.0,514939.0,519717.0,101095.0,209449.0,252140.0,275996.0,351300.0,394864.0,410888.0,444641.0,466087.0,482788.0,487460.0,500849.0,523082.0,526685.0,548056.0,561097.0,567334.0,574918.0,588119.0,592717.0,598297.0,605950.0,2
103211.0,216888.0,262091.0,286731.0,366119.0,412730.0,429717.0,465926.0,488343.0,506350.0,511368.0,525892.0,550186.0,553562.0,575372.0,588937.0,595763.0,603401.0,617109.0,622021.0,627724.0,635277.0,101980.0,210973.0,252458.0,273673.0,342017.0,380505.0,392918.0,420001.0,437137.0,450308.0,453373.0,462895.0,478832.0,481490.0,496348.0,505627.0,509324.0,514257.0,522906.0,524942.0,527855.0,532531.0,102695.0,214448.0,258441.0,281904.0,357278.0,401550.0,417307.0,451248.0,472715.0,489892.0,494487.0,508003.0,530987.0,534379.0,555690.0,569118.0,575679.0,583095.0,596633.0,601318.0,606899.0,614547.0,2
101557.0,216173.0,262194.0,289132.0,371075.0,416483.0,432635.0,466469.0,488018.0,503610.0,507662.0,519979.0,538742.0,542887.0,561704.0,572675.0,577257.0,583562.0,593579.0,596648.0,600631.0,607683.0,102385.0,217192.0,262347.0,287122.0,364156.0,406133.0,419808.0,448801.0,467694.0,481093.0,484083.0,493655.0,508691.0,511956.0,527091.0,536044.0,539148.0,543957.0,551942.0,553601.0,556302.0,561189.0,103654.0,223310.0,272285.0,299603.0,385926.0,435865.0,453587.0,490965.0,514716.0,533002.0,537911.0,552304.0,575966.0,579829.0,602168.0,615893.0,622326.0,630037.0,643685.0,648299.0,654046.0,661979.0,2
100972.0,211872.0,257735.0,284153.0,366710.0,415135.0,432929.0,470193.0,494914.0,513544.0,518271.0,532939.0,556005.0,560195.0,582447.0,596148.0,602400.0,610040.0,622829.0,627146.0,632257.0,640029.0,97854.0,198995.0,237943.0,260580.0,329099.0,366347.0,378819.0,405284.0,425453.0,439348.0,441672.0,451668.0,466407.0,469950.0,485386.0,495354.0,498999.0,504164.0,512290.0,513974.0,516353.0,521820.0,98668.0,202822.0,244293.0,269030.0,345239.0,388668.0,404868.0,439070.0,463217.0,480866.0,485067.0,499301.0,521547.0,525743.0,547933.0,561774.0,568223.0,575959.0,589065.0,593528.0,598880.0,607249.0,2
101380.0,209575.0,252428.0,276301.0,351946.0,396635.0,413162.0,448082.0,470264.0,487688.0,492557.0,506703.0,530020.0,533496.0,554960.0,568291.0,574955.0,582572.0,596027.0,600879.0,606533.0,614261.0,99527.0,200057.0,236941.0,256460.0,317747.0,351542.0,362374.0,385922.0,401950.0,413600.0,415990.0,424190.0,437420.0,439956.0,452956.0,461163.0,464304.0,468614.0,475982.0,477609.0,479989.0,484324.0,100347.0,205086.0,245517.0,267549.0,337016.0,377396.0,391903.0,423052.0,443591.0,459341.0,463454.0,475943.0,496648.0,499951.0,519649.0,532015.0,538024.0,544864.0,557108.0,561439.0,566541.0,573723.0,2
100785.0,208333.0,251228.0,275298.0,351529.0,396220.0,412756.0,447611.0,470133.0,487387.0,492183.0,506164.0,528970.0,532507.0,553647.0,566730.0,573163.0,580530.0,593349.0,598029.0,603344.0,610824.0,98300.0,198128.0,235320.0,255835.0,318920.0,353336.0,364614.0,388892.0,406415.0,418836.0,421180.0,430007.0,443703.0,446480.0,459841.0,468418.0,471635.0,476016.0,483300.0,484854.0,487054.0,491563.0,99127.0,201712.0,241330.0,264019.0,334272.0,374729.0,389361.0,421078.0,442490.0,458620.0,462744.0,475568.0,496631.0,500057.0,519875.0,532405.0,538442.0,545293.0,557418.0,561712.0,566730.0,574158.0,2
100061.0,208617.0,251275.0,276320.0,350824.0,391158.0,405807.0,436001.0,455863.0,470057.0,473840.0,485416.0,502860.0,506900.0,525181.0,536042.0,540658.0,547055.0,557059.0,560191.0,564228.0,571485.0,99615.0,205298.0,245084.0,267118.0,333855.0,368653.0,379996.0,403963.0,420712.0,432333.0,434605.0,442929.0,455415.0,458614.0,472169.0,480398.0,483152.0,487618.0,494563.0,495932.0,498056.0,502889.0,101163.0,211994.0,255908.0,280318.0,356518.0,399583.0,414851.0,447493.0,469106.0,485655.0,489938.0,502912.0,524230.0,527983.0,548999.0,562029.0,568195.0,575509.0,588300.0,592657.0,597892.0,605822.0,2
101235.0,211495.0,257115.0,283301.0,365326.0,413656.0,431711.0,469312.0,493317.0,511553.0,516553.0,531012.0,554229.0,557876.0,579482.0,592730.0,599035.0,606465.0,619267.0,623747.0,628998.0,636433.0,96354.0,192715.0,228609.0,251036.0,317355.0,351970.0,364394.0,389994.0,408594.0,421008.0,423445.0,432940.0,446629.0,449768.0,464011.0,472825.0,476121.0,480918.0,488327.0,490130.0,492522.0,497670.0,96630.0,194785.0,232255.0,256069.0,327023.0,365837.0,380797.0,411866.0,433760.0,449316.0,453176.0,466066.0,485972.0,489696.0,509777.0,522194.0,528004.0,535100.0,547010.0,551295.0,556322.0,564211.0,2
101644.0,212010.0,256635.0,281999.0,360972.0,407349.0,424572.0,460417.0,483217.0,500813.0,505839.0,519913.0,543097.0,546650.0,568325.0,581512.0,587902.0,595401.0,608461.0,613068.0,618529.0,625940.0,97548.0,195347.0,231206.0,252299.0,315545.0,348919.0,360499.0,384726.0,402078.0,414089.0,416580.0,425703.0,439438.0,442317.0,456337.0,465056.0,468459.0,473119.0,480634.0,482391.0,484867.0,489773.0,97939.0,198499.0,236620.0,259624.0,328895.0,367501.0,381922.0,412358.0,433475.0,449032.0,452962.0,465727.0,486198.0,489773.0,509903.0,522429.0,528522.0,535575.0,547750.0,552077.0,557158.0,564868.0,2
96243.0,188638.0,224322.0,244651.0,306837.0,343126.0,356981.0,386841.0,407158.0,422705.0,426919.0,439626.0,460616.0,464026.0,484316.0,497020.0,503471.0,510578.0,523298.0,527987.0,533426.0,541135.0,91326.0,170832.0,197942.0,215082.0,263482.0,287874.0,296724.0,315492.0,330249.0,339906.0,341556.0,349124.0,359819.0,362469.0,373968.0,381258.0,384160.0,388006.0,393961.0,395344.0,397067.0,401601.0,92268.0,175165.0,204936.0,223978.0,279376.0,309287.0,321463.0,347126.0,365765.0,378974.0,382234.0,393661.0,411208.0,414625.0,432706.0,443932.0,449463.0,455922.0,466790.0,470689.0,475300.0,482747.0,2
98034.0,193717.0,229634.0,249866.0,312065.0,347303.0,360776.0,389365.0,408380.0,422627.0,426565.0,438237.0,457054.0,460782.0,479806.0,491374.0,496834.0,503571.0,514967.0,518878.0,523632.0,531064.0,94865.0,180014.0,208595.0,224825.0,273423.0,297836.0,306080.0,323905.0,337619.0,346592.0,348103.0,354692.0,364447.0,367190.0,378265.0,385155.0,387575.0,391216.0,396889.0,397956.0,399583.0,403897.0,95982.0,185861.0,218121.0,236785.0,293764.0,325399.0,337505.0,363597.0,382108.0,395800.0,399332.0,410548.0,428759.0,432161.0,450839.0,462405.0,467980.0,474527.0,485938.0,489990.0,494864.0,502318.0,2
93331.0,179109.0,214762.0,234674.0,296999.0,337124.0,353625.0,389172.0,410836.0,429772.0,435836.0,452477.0,480758.0,484330.0,509877.0,526210.0,535703.0,545187.0,562706.0,570201.0,578113.0,588132.0,88156.0,152123.0,171933.0,181047.0,209125.0,223363.0,228498.0,239864.0,246985.0,252749.0,254247.0,259112.0,267203.0,268577.0,276671.0,281752.0,284146.0,287105.0,292387.0,294085.0,296193.0,299297.0,88746.0,156893.0,180672.0,192094.0,227431.0,247329.0,255188.0,272453.0,283075.0,292209.0,294827.0,302785.0,316055.0,318158.0,331060.0,339405.0,343761.0,348598.0,357492.0,360796.0,364697.0,370021.0,3
103273.0,223354.0,276059.0,306994.0,401730.0,458779.0,480723.0,526061.0,552965.0,575417.0,582460.0,601505.0,632754.0,636700.0,663684.0,680437.0,689848.0,699525.0,716674.0,723848.0,731353.0,740798.0,101502.0,207303.0,247218.0,267122.0,326881.0,355462.0,364496.0,382938.0,392519.0,400137.0,402244.0,408425.0,418476.0,419840.0,428798.0,434212.0,436686.0,439779.0,445123.0,446763.0,448848.0,451721.0,102063.0,211080.0,254585.0,277083.0,345680.0,381991.0,394751.0,421055.0,435758.0,448110.0,451758.0,462165.0,479311.0,481544.0,496737.0,506400.0,511518.0,517088.0,527068.0,530862.0,535177.0,540708.0,3
102932.0,230450.0,287500.0,324080.0,432458.0,492127.0,513995.0,555840.0,580798.0,598209.0,603295.0,618160.0,638976.0,643449.0,663541.0,674923.0,680181.0,687325.0,697633.0,701341.0,705624.0,713348.0,104763.0,231442.0,284082.0,314787.0,406759.0,451216.0,465056.0,490656.0,504300.0,513172.0,515472.0,522496.0,532257.0,534165.0,543467.0,548667.0,550749.0,553945.0,558681.0,559966.0,561745.0,564976.0,105614.0,236641.0,294076.0,327594.0,430195.0,484922.0,503755.0,539523.0,559969.0,575063.0,579493.0,591911.0,610841.0,613684.0,630813.0,641147.0,646341.0,652496.0,662739.0,666593.0,671003.0,677128.0,3
